#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9029
#Name: IX/29
#Title:	ROSAT All-Sky Survey Faint Source Catalog (Voges+ 2000)
#Table	IX_29_rass_fsc:
#Name: IX/29/rass_fsc
#Title:	The ROSAT All Sky Survey Faint Source Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F9.6)	Distance from center (RAJ2000=308.20000, DEJ2000=+41.00000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F9.5)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F9.5)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	1RXS	(A21)	ROSAT All-Sky Survey Catalogue source name (1)        (link)	[ucd=ID_MAIN]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=POS_EQ_DEC_MAIN]
#Column	PosErr	(I3)	? Total positional error (including 6" systematic error)	[ucd=ERROR]
#Column	NewFlag	(A4)	[T._] 'new data' flags (3)	[ucd=CODE_MISC]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=PHOT_COUNT-RATE_X]
#Column	e_Count	(E9.2)	? Error on Count (4)	[ucd=ERROR]
#Column	HR1	(F5.2)	[-1/1]? Hardness ratio 1 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR1	(F5.2)	? Error on HR1 (6)	[ucd=ERROR]
#Column	HR2	(F5.2)	[-1/1]? hardness ratio 2 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR2	(F5.2)	? Error on HR2 (6)	[ucd=ERROR]
#Column	SASS	(I8)	Identification number of SASS field (12)	[ucd=ID_FIELD]
#Column	MASOL	(I4)	SASS source number (MASOL number) in SASS field (mainly for internal use)	[ucd=ID_NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	1RXS	RAJ2000	DEJ2000	PosErr	NewFlag	Count	e_Count	HR1	e_HR1	HR2	e_HR2	SASS	MASOL
   29753	 3.102544	076.83	+00.94	305.56625	+38.64708	1RXS J202215.9+383849	305.56625	+38.64708	 16	....	 1.00e-02	 4.88e-03	 1.00	 0.75	-1.00	 0.49	33010045	 242
   24655	 8.133173	076.83	+08.20	297.48083	+42.51986	1RXS J194955.4+423111	297.48083	+42.51986	 15	....	 1.43e-02	 6.00e-03	 0.71	 0.37	 0.08	 0.49	33009040	 162
   29755	 3.087435	076.83	+00.74	305.78125	+38.53472	1RXS J202307.5+383205	305.78125	+38.53472	 13	....	 1.43e-02	 6.38e-03	 0.56	 0.50	-0.26	 0.42	33010045	 245
   29549	 6.854404	076.84	+06.80	299.12250	+41.82597	1RXS J195629.4+414933	299.12250	+41.82597	 15	....	 1.64e-02	 6.58e-03	 0.41	 0.46	-0.32	 0.42	33010044	  37
   29762	 3.120364	076.87	+00.01	306.56543	+38.14514	1RXS J202615.7+380842	306.56543	+38.14514	 19	....	 1.37e-02	 6.37e-03	 0.64	 0.49	-0.18	 0.48	33010045	 255
   34602	 6.629158	076.89	-05.23	311.79373	+35.00431	1RXS J204710.5+350015	311.79373	+35.00431	 15	....	 1.68e-02	 7.04e-03	 0.46	 0.57	 0.61	 0.57	33011048	  58
   29795	 4.494530	076.89	-02.65	309.28543	+36.58569	1RXS J203708.5+363508	309.28543	+36.58569	 17	....	 1.34e-02	 6.11e-03	 0.22	 0.44	 0.21	 0.57	33010045	 301
   34720	 9.357979	076.90	-08.19	314.56458	+33.13236	1RXS J205815.5+330756	314.56458	+33.13236	 15	....	 1.51e-02	 6.64e-03	 0.13	 0.51	 0.40	 0.71	33011049	 106
   29542	 7.007006	076.91	+07.00	298.93332	+41.98389	1RXS J195544.0+415902	298.93332	+41.98389	 11	....	 3.72e-02	 8.98e-03	 0.85	 0.20	 0.10	 0.28	33010044	  27
   34603	 6.634258	076.93	-05.26	311.85291	+35.02069	1RXS J204724.7+350114	311.85291	+35.02069	 14	....	 1.75e-02	 7.13e-03	 0.46	 0.47	-0.04	 0.50	33011048	  59
   29610	 3.268871	076.95	+02.03	304.49585	+39.36306	1RXS J201759.0+392147	304.49585	+39.36306	 18	....	 2.21e-02	 7.39e-03	 0.13	 0.39	 0.29	 0.61	33010044	 215
   29592	 4.160297	076.96	+03.59	302.81332	+40.22944	1RXS J201115.2+401346	302.81332	+40.22944	 19	....	 1.15e-02	 5.45e-03	-0.72	 0.54	-1.00	 3.20	33010044	 162
   29773	 3.423597	076.96	-01.05	307.72916	+37.59583	1RXS J203055.0+373545	307.72916	+37.59583	 15	....	 1.40e-02	 5.92e-03	 1.00	 0.30	 0.43	 0.34	33010045	 270
   29769	 3.240620	076.96	-00.66	307.32874	+37.83000	1RXS J202918.9+374948	307.32874	+37.83000	 25	....	 1.22e-02	 5.57e-03	-1.00	 0.40	 0.00	 0.00	33010045	 263
   24633	 9.444992	076.98	+09.65	295.84250	+43.35056	1RXS J194322.2+432102	295.84250	+43.35056	 15	....	 1.69e-02	 6.54e-03	 0.74	 0.32	 0.07	 0.43	33009040	 136
   29774	 3.570215	076.99	-01.38	308.08124	+37.43097	1RXS J203219.5+372551	308.08124	+37.43097	 40	....	 1.37e-02	 6.48e-03	 0.45	 0.56	 1.00	 0.46	33010045	 272
   29737	 3.092123	077.02	+01.75	304.85501	+39.26139	1RXS J201925.2+391541	304.85501	+39.26139	 16	....	 1.44e-02	 6.31e-03	 0.49	 0.42	 0.12	 0.60	33010045	 222
   29589	 4.288207	077.03	+03.83	302.59375	+40.42042	1RXS J201022.5+402513	302.59375	+40.42042	 22	....	 2.17e-02	 8.81e-03	 1.00	 0.41	 0.56	 0.43	33010044	 148
   24657	 7.592004	077.03	+07.69	298.20709	+42.44208	1RXS J195249.7+422631	298.20709	+42.44208	 12	....	 2.01e-02	 7.26e-03	-0.10	 0.38	 0.71	 1.01	33009040	 164
   29553	 6.338263	077.04	+06.32	299.80875	+41.74361	1RXS J195914.1+414437	299.80875	+41.74361	 15	....	 1.25e-02	 6.00e-03	 1.00	 0.59	 0.39	 0.69	33010044	  42
   29734	 3.087821	077.04	+01.79	304.82333	+39.30416	1RXS J201917.6+391815	304.82333	+39.30416	 33	....	 1.62e-02	 6.82e-03	 1.00	 0.31	 1.00	 0.33	33010045	 219
   29576	 5.243786	077.04	+05.06	301.24628	+41.09222	1RXS J200459.1+410532	301.24628	+41.09222	 23	....	 2.20e-02	 7.24e-03	 0.22	 0.39	 0.35	 0.49	33010044	  92
   24642	 8.636467	077.05	+08.82	296.88748	+43.01431	1RXS J194733.0+430051	296.88748	+43.01431	 23	....	 1.97e-02	 6.78e-03	 1.00	 0.33	 0.19	 0.36	33009040	 148
   29581	 4.908150	077.06	+04.66	301.70169	+40.89639	1RXS J200648.4+405347	301.70169	+40.89639	 23	....	 2.17e-02	 7.75e-03	 0.26	 0.39	 0.06	 0.52	33010044	 120
   29743	 2.928062	077.07	+01.35	305.31625	+39.07625	1RXS J202115.9+390434	305.31625	+39.07625	 21	....	 1.62e-02	 6.81e-03	 0.69	 0.32	-0.56	 0.45	33010045	 229
   29574	 5.306616	077.08	+05.15	301.16125	+41.17181	1RXS J200438.7+411018	301.16125	+41.17181	 19	....	 1.85e-02	 6.64e-03	 0.45	 0.34	 0.29	 0.50	33010044	  85
   24636	 9.065044	077.08	+09.28	296.35126	+43.26278	1RXS J194524.3+431546	296.35126	+43.26278	 20	....	 1.78e-02	 6.67e-03	 0.58	 0.39	-1.00	 0.47	33009040	 140
   34724	 9.662864	077.11	-08.58	315.08667	+33.04486	1RXS J210020.8+330241	315.08667	+33.04486	 24	....	 2.08e-02	 7.65e-03	 1.00	 0.52	 0.05	 0.46	33011049	 111
   29732	 3.086822	077.12	+01.96	304.69751	+39.45722	1RXS J201847.4+392726	304.69751	+39.45722	 45	....	 2.48e-02	 8.60e-03	 0.55	 0.31	 0.26	 0.48	33010045	 215
   29561	 5.789640	077.15	+05.75	300.52835	+41.54528	1RXS J200206.8+413243	300.52835	+41.54528	 12	....	 2.63e-02	 7.61e-03	 1.00	 0.31	 0.08	 0.32	33010044	  54
   29556	 6.059852	077.15	+06.06	300.17917	+41.70597	1RXS J200043.0+414221	300.17917	+41.70597	 25	....	 1.61e-02	 6.72e-03	 0.85	 0.47	 1.00	 0.76	33010044	  45
   29731	 3.001053	077.18	+01.89	304.81458	+39.47375	1RXS J201915.5+392825	304.81458	+39.47375	 14	....	 3.65e-02	 9.89e-03	 0.78	 0.24	 0.09	 0.32	33010045	 214
   29588	 4.045373	077.18	+03.65	302.91040	+40.45153	1RXS J201138.5+402705	302.91040	+40.45153	 21	....	 2.73e-02	 9.58e-03	 0.64	 0.30	-0.16	 0.42	33010044	 147
   29587	 3.980122	077.22	+03.59	302.99832	+40.44722	1RXS J201159.6+402650	302.99832	+40.44722	 18	....	 2.47e-02	 8.81e-03	 1.00	 0.41	-0.10	 0.40	33010044	 146
   24654	 7.374582	077.22	+07.54	298.52081	+42.52431	1RXS J195405.0+423127	298.52081	+42.52431	 17	....	 1.62e-02	 6.33e-03	 0.56	 0.37	-0.28	 0.48	33009040	 161
   24627	 9.527656	077.23	+09.81	295.80582	+43.64625	1RXS J194313.4+433846	295.80582	+43.64625	 20	....	 1.31e-02	 6.06e-03	-0.43	 0.36	 1.00	 1.20	33009040	 127
   29781	 4.043863	077.24	-02.36	309.26291	+37.04125	1RXS J203703.1+370228	309.26291	+37.04125	 15	....	 1.23e-02	 5.66e-03	 0.17	 0.50	 0.24	 0.47	33010045	 282
   29758	 2.749276	077.26	-00.03	306.90332	+38.43792	1RXS J202736.8+382616	306.90332	+38.43792	 18	....	 2.06e-02	 7.66e-03	-0.93	 0.25	-1.00	 2.33	33010045	 248
   34722	 9.753654	077.28	-08.72	315.34375	+33.07708	1RXS J210122.5+330437	315.34375	+33.07708	 23	....	 4.52e-02	 1.08e-02	 1.00	 0.17	 0.38	 0.28	33011049	 109
   29555	 5.709033	077.36	+05.77	300.65335	+41.73250	1RXS J200236.8+414357	300.65335	+41.73250	 14	....	 2.02e-02	 6.94e-03	-0.10	 0.33	-1.00	 0.48	33010044	  44
   29742	 2.547470	077.39	+00.92	305.99789	+39.08986	1RXS J202359.5+390523	305.99789	+39.08986	 20	....	 1.26e-02	 6.36e-03	 1.00	 0.27	 0.02	 0.45	33010045	 228
   34707	 8.854222	077.39	-07.82	314.59958	+33.74486	1RXS J205823.9+334441	314.59958	+33.74486	 17	....	 1.05e-02	 5.50e-03	-0.32	 0.40	 1.00	 0.70	33011049	  82
   34718	 9.608096	077.39	-08.60	315.31876	+33.23833	1RXS J210116.5+331418	315.31876	+33.23833	 12	....	 4.97e-02	 1.12e-02	-0.65	 0.17	-0.11	 0.52	33011049	 104
   24666	 6.497276	077.39	+06.66	299.66083	+42.22097	1RXS J195838.6+421315	299.66083	+42.22097	 11	....	 2.55e-02	 7.46e-03	 0.55	 0.33	 0.09	 0.37	33009040	 173
   24634	 8.541398	077.42	+08.84	297.10751	+43.34514	1RXS J194825.8+432042	297.10751	+43.34514	 26	....	 1.90e-02	 6.96e-03	 1.00	 0.37	 0.07	 0.38	33009040	 137
   24649	 7.404930	077.46	+07.66	298.54044	+42.78917	1RXS J195409.7+424721	298.54044	+42.78917	 17	....	 1.36e-02	 6.15e-03	 0.17	 0.48	-0.60	 0.36	33009040	 156
   29569	 4.592176	077.47	+04.55	302.11041	+41.17916	1RXS J200826.5+411045	302.11041	+41.17916	 18	....	 1.46e-02	 6.26e-03	 0.19	 0.49	 0.04	 0.63	33010044	  78
   29727	 2.604406	077.51	+01.66	305.31042	+39.61139	1RXS J202114.5+393641	305.31042	+39.61139	 18	....	 2.14e-02	 8.47e-03	-0.55	 0.42	 0.25	 1.22	33010045	 209
   24664	 6.261557	077.52	+06.45	299.98376	+42.22750	1RXS J195956.1+421339	299.98376	+42.22750	 19	....	 1.55e-02	 6.21e-03	 1.00	 0.42	 0.07	 0.47	33009040	 171
   24650	 7.040953	077.55	+07.30	299.01877	+42.68819	1RXS J195604.5+424117	299.01877	+42.68819	 17	....	 1.37e-02	 5.79e-03	 0.64	 0.40	-0.81	 0.31	33009040	 157
   34596	 6.144971	077.56	-05.00	312.08667	+35.66278	1RXS J204820.8+353946	312.08667	+35.66278	 17	....	 9.35e-03	 4.34e-03	 1.00	 0.41	-1.00	 0.43	33011048	  45
   24626	 8.906181	077.56	+09.26	296.69250	+43.66653	1RXS J194646.2+433959	296.69250	+43.66653	 16	....	 1.17e-02	 5.46e-03	 1.00	 0.83	 0.25	 0.44	33009040	 126
   29564	 4.649186	077.56	+04.68	302.03833	+41.32542	1RXS J200809.2+411931	302.03833	+41.32542	 26	....	 1.38e-02	 5.80e-03	 0.83	 0.43	 0.19	 0.48	33010044	  61
   24625	 8.935062	077.61	+09.30	296.67209	+43.72820	1RXS J194641.3+434341	296.67209	+43.72820	 20	....	 1.19e-02	 5.73e-03	-0.16	 0.53	 1.00	 0.57	33009040	 123
   29759	 2.605454	077.61	-00.54	307.69418	+38.42375	1RXS J203046.6+382525	307.69418	+38.42375	 13	....	 9.42e-03	 4.87e-03	 1.00	 0.72	 0.57	 0.38	33010045	 249
   29570	 4.272231	077.63	+04.28	302.53540	+41.16917	1RXS J201008.5+411009	302.53540	+41.16917	 12	....	 4.38e-02	 9.87e-03	-0.36	 0.22	-0.71	 0.49	33010044	  81
   34706	 9.069975	077.64	-08.11	315.06335	+33.74486	1RXS J210015.2+334441	315.06335	+33.74486	 28	....	 3.73e-02	 9.85e-03	 1.00	 0.37	 0.76	 0.25	33011049	  81
   34590	 5.583522	077.64	-04.43	311.59833	+36.08833	1RXS J204623.6+360518	311.59833	+36.08833	 25	....	 3.56e-02	 9.72e-03	 0.63	 0.23	-0.28	 0.33	33011048	  36
   29566	 4.326470	077.66	+04.36	302.46457	+41.23569	1RXS J200951.5+411408	302.46457	+41.23569	 19	....	 1.54e-02	 6.58e-03	 0.57	 0.51	-0.63	 0.41	33010044	  69
   24617	 9.260459	077.66	+09.65	296.28085	+43.94028	1RXS J194507.4+435625	296.28085	+43.94028	 15	....	 9.88e-03	 5.05e-03	 1.00	 0.43	-0.04	 0.51	33009040	 115
   29767	 3.051603	077.72	-01.45	308.70044	+37.97292	1RXS J203448.1+375822	308.70044	+37.97292	 11	....	 1.05e-02	 4.58e-03	 1.00	 0.46	 0.30	 0.42	33010045	 261
   29538	 5.705047	077.72	+05.94	300.72333	+42.13000	1RXS J200253.6+420748	300.72333	+42.13000	 23	....	 1.91e-02	 6.86e-03	 0.46	 0.38	 0.28	 0.48	33010044	  23
   29754	 2.405470	077.73	-00.33	307.56165	+38.64500	1RXS J203014.8+383842	307.56165	+38.64500	 17	....	 1.47e-02	 6.18e-03	-0.06	 0.39	-0.28	 0.52	33010045	 243
   34583	 5.398319	077.76	-04.28	311.54959	+36.27681	1RXS J204611.9+361636	311.54959	+36.27681	 16	....	 2.06e-02	 7.16e-03	 0.77	 0.27	-0.90	 0.42	33011048	  26
   24630	 8.300513	077.77	+08.69	297.51917	+43.56375	1RXS J195004.6+433349	297.51917	+43.56375	 12	....	 3.81e-02	 8.65e-03	 0.18	 0.23	-0.69	 0.27	33009040	 131
   24615	 9.590149	077.77	+10.02	295.90625	+44.21167	1RXS J194337.5+441242	295.90625	+44.21167	 20	....	 1.85e-02	 7.01e-03	 0.13	 0.45	-0.34	 0.51	33009040	 112
   34713	 9.669801	077.78	-08.76	315.76083	+33.42305	1RXS J210302.6+332523	315.76083	+33.42305	 15	....	 2.37e-02	 8.03e-03	 0.73	 0.36	 0.29	 0.36	33011049	  94
   34591	 5.782621	077.78	-04.71	311.97583	+36.02736	1RXS J204754.2+360138	311.97583	+36.02736	 11	....	 3.16e-02	 8.77e-03	 0.21	 0.28	-0.61	 0.26	33011048	  37
   29740	 2.104408	077.83	+00.46	306.80792	+39.18486	1RXS J202713.9+391105	306.80792	+39.18486	 26	....	 1.25e-02	 5.90e-03	-1.00	 0.31	 0.00	 0.00	33010045	 226
   29752	 2.352988	077.83	-00.41	307.72293	+38.67569	1RXS J203053.5+384032	307.72293	+38.67569	 19	....	 1.37e-02	 5.99e-03	-0.12	 0.42	 0.11	 0.57	33010045	 241
   24828	 6.196963	077.87	+06.52	300.15292	+42.55736	1RXS J200036.7+423326	300.15292	+42.55736	 13	....	 8.78e-03	 4.53e-03	 0.80	 0.84	 1.00	 0.66	33009041	 209
   34580	 5.139492	077.88	-04.05	311.41208	+36.51111	1RXS J204538.9+363040	311.41208	+36.51111	 16	....	 1.54e-02	 6.40e-03	 0.87	 0.84	 0.35	 0.47	33011048	  17
   24618	 8.628298	077.91	+09.06	297.16211	+43.86750	1RXS J194838.9+435203	297.16211	+43.86750	 26	....	 8.94e-03	 4.12e-03	 1.00	 0.78	-0.82	 0.28	33009040	 116
   24640	 6.982320	077.92	+07.36	299.20374	+43.03417	1RXS J195648.9+430203	299.20374	+43.03417	 16	....	 1.04e-02	 5.16e-03	 0.44	 0.47	-0.24	 0.52	33009040	 146
   29782	 4.595740	077.93	-03.48	310.89417	+36.90889	1RXS J204334.6+365432	310.89417	+36.90889	 18	....	 3.54e-02	 9.09e-03	 0.70	 0.21	 0.45	 0.25	33010045	 283
   34600	 7.282215	077.94	-06.34	313.65250	+35.11361	1RXS J205436.6+350649	313.65250	+35.11361	 18	....	 1.30e-02	 5.82e-03	 0.36	 0.48	 0.27	 0.51	33011048	  56
   29739	 2.008365	077.94	+00.34	307.02502	+39.20389	1RXS J202806.0+391214	307.02502	+39.20389	 27	....	 1.93e-02	 7.88e-03	 0.43	 0.42	 0.15	 0.48	33010045	 224
   29750	 2.238734	077.94	-00.38	307.76877	+38.78584	1RXS J203104.5+384709	307.76877	+38.78584	 17	....	 1.75e-02	 6.52e-03	-0.18	 0.33	-0.15	 0.48	33010045	 238
   29792	 4.946627	077.96	-03.87	311.30667	+36.68458	1RXS J204513.6+364104	311.30667	+36.68458	 21	....	 1.47e-02	 6.33e-03	-0.15	 0.42	-0.43	 0.54	33010045	 295
   24643	 6.739286	077.99	+07.13	299.52460	+42.97070	1RXS J195805.9+425814	299.52460	+42.97070	 18	....	 1.22e-02	 5.64e-03	 1.00	 0.61	-0.11	 0.46	33009040	 149
   29543	 4.963552	077.99	+05.24	301.70374	+41.98625	1RXS J200648.9+415910	301.70374	+41.98625	 16	....	 3.08e-02	 8.26e-03	 0.80	 0.22	 0.02	 0.30	33010044	  28
   29720	 2.170096	078.00	+01.68	305.64456	+40.03264	1RXS J202234.7+400157	305.64456	+40.03264	 16	....	 1.98e-02	 8.77e-03	 0.60	 0.52	 1.00	 0.38	33010045	 195
   34586	 5.704551	078.01	-04.71	312.14960	+36.20083	1RXS J204835.9+361203	312.14960	+36.20083	 21	....	 2.28e-02	 8.13e-03	-0.74	 0.36	 1.00	 2.75	33011048	  30
   24632	 7.763146	078.01	+08.20	298.27457	+43.53111	1RXS J195305.9+433152	298.27457	+43.53111	 16	....	 8.39e-03	 4.40e-03	 1.00	 0.36	 0.50	 0.41	33009040	 135
   29778	 4.472412	078.05	-03.39	310.90042	+37.04945	1RXS J204336.1+370258	310.90042	+37.04945	 15	....	 1.29e-02	 6.04e-03	-0.18	 0.46	 0.41	 0.89	33010045	 279
   24842	 5.484354	078.05	+05.83	301.08084	+42.35014	1RXS J200419.4+422100	301.08084	+42.35014	 19	....	 1.64e-02	 6.92e-03	 0.19	 0.44	 0.64	 0.79	33009041	 229
   29558	 4.269038	078.06	+04.51	302.58041	+41.64917	1RXS J201019.3+413857	302.58041	+41.64917	 24	....	 1.54e-02	 5.33e-03	-1.00	 0.50	 0.00	 0.00	33010044	  47
   34598	 6.987613	078.06	-06.07	313.48459	+35.37695	1RXS J205356.3+352237	313.48459	+35.37695	 20	....	 1.66e-02	 6.24e-03	 0.56	 0.38	 0.43	 0.39	33011048	  50
   34587	 5.762564	078.06	-04.78	312.26419	+36.19000	1RXS J204903.4+361124	312.26419	+36.19000	 15	....	 1.51e-02	 6.71e-03	 0.34	 0.66	-0.58	 0.43	33011048	  31
   29748	 2.102736	078.07	-00.32	307.80750	+38.91889	1RXS J203113.8+385508	307.80750	+38.91889	 14	....	 2.35e-02	 7.38e-03	-0.70	 0.22	-1.00	 0.65	33010045	 236
   24624	 8.038265	078.07	+08.49	297.95749	+43.72903	1RXS J195149.8+434344	297.95749	+43.72903	 39	....	 1.58e-02	 5.90e-03	-1.00	 0.43	-1.00	 2.93	33009040	 122
   29725	 1.888840	078.07	+01.07	306.35669	+39.73680	1RXS J202525.6+394412	306.35669	+39.73680	 20	....	 2.44e-02	 8.93e-03	-0.12	 0.33	 0.67	 0.40	33010045	 206
   24639	 6.657633	078.07	+07.07	299.65543	+43.01514	1RXS J195837.3+430054	299.65543	+43.01514	 11	....	 4.43e-02	 9.23e-03	 0.33	 0.22	 0.02	 0.27	33009040	 145
   29554	 4.365488	078.08	+04.63	302.46417	+41.73056	1RXS J200951.4+414350	302.46417	+41.73056	 25	....	 1.63e-02	 6.15e-03	 0.86	 0.27	-0.26	 0.42	33010044	  43
   34703	 9.109586	078.08	-08.25	315.53915	+33.98500	1RXS J210209.4+335906	315.53915	+33.98500	 25	....	 2.46e-02	 8.43e-03	-0.88	 0.24	-1.00	 9.50	33011049	  77
   29540	 4.796114	078.08	+05.10	301.93335	+41.99139	1RXS J200744.0+415929	301.93335	+41.99139	 21	....	 1.32e-02	 5.84e-03	 0.83	 0.50	 0.06	 0.49	33010044	  25
   29893	 5.075089	078.09	-04.07	311.59625	+36.66778	1RXS J204623.1+364004	311.59625	+36.66778	 16	....	 1.63e-02	 7.19e-03	-0.52	 0.31	-0.63	 0.83	33010046	 174
   29719	 2.074944	078.11	+01.68	305.73044	+40.11375	1RXS J202255.3+400649	305.73044	+40.11375	 35	....	 2.70e-02	 9.53e-03	 0.83	 0.23	 0.51	 0.36	33010045	 187
   29896	 5.090411	078.12	-04.09	311.63623	+36.66889	1RXS J204632.7+364008	311.63623	+36.66889	 12	....	 2.29e-02	 7.64e-03	 1.00	 0.33	-0.14	 0.35	33010046	 178
   34691	 7.867851	078.14	-07.00	314.42581	+34.84708	1RXS J205742.2+345049	314.42581	+34.84708	 16	....	 2.06e-02	 7.16e-03	 0.67	 0.45	 0.31	 0.38	33011049	  49
   29560	 4.019633	078.14	+04.28	302.90793	+41.59611	1RXS J201137.9+413546	302.90793	+41.59611	 20	....	 1.84e-02	 6.67e-03	 0.14	 0.38	 0.04	 0.55	33010044	  51
   29713	 2.075587	078.15	+01.75	305.68042	+40.19472	1RXS J202243.3+401141	305.68042	+40.19472	 15	....	 3.38e-02	 1.01e-02	 1.00	 0.19	 1.00	 0.20	33010045	 176
   24613	 9.103697	078.16	+09.60	296.67291	+44.35292	1RXS J194641.5+442110	296.67291	+44.35292	 15	....	 2.24e-02	 7.26e-03	-0.61	 0.31	-0.57	 1.13	33009040	 109
   29738	 1.857160	078.17	+00.06	307.48502	+39.22514	1RXS J202956.4+391330	307.48502	+39.22514	 13	....	 4.62e-02	 1.09e-02	-1.00	 0.06	 0.00	 0.00	33010045	 223
   24638	 6.698128	078.17	+07.14	299.64084	+43.13055	1RXS J195833.8+430750	299.64084	+43.13055	 20	....	 2.35e-02	 7.50e-03	 0.70	 0.25	 0.15	 0.39	33009040	 144
   29544	 4.568872	078.17	+04.89	302.23502	+41.95472	1RXS J200856.4+415717	302.23502	+41.95472	 16	....	 1.02e-02	 4.58e-03	 0.73	 0.58	-1.00	 0.57	33010044	  30
   29718	 1.976934	078.19	+01.63	305.84543	+40.15708	1RXS J202322.9+400925	305.84543	+40.15708	 15	....	 2.31e-02	 8.73e-03	 0.88	 0.49	 0.33	 0.39	33010045	 186
   29747	 2.083702	078.21	-00.52	308.11914	+38.91722	1RXS J203228.6+385502	308.11914	+38.91722	 15	....	 9.93e-03	 5.11e-03	 1.00	 0.89	-1.00	 0.50	33010045	 235
   24815	 6.258329	078.21	+06.69	300.19208	+42.93764	1RXS J200046.1+425615	300.19208	+42.93764	 25	....	 2.26e-02	 7.24e-03	 0.42	 0.30	 1.00	 0.40	33009041	 192
   24620	 7.852741	078.23	+08.34	298.25043	+43.78764	1RXS J195300.1+434715	298.25043	+43.78764	 19	....	 1.15e-02	 5.00e-03	 0.54	 0.40	 0.17	 0.52	33009040	 118
   24610	 9.415595	078.24	+09.93	296.31418	+44.57514	1RXS J194515.4+443430	296.31418	+44.57514	 17	....	 2.85e-02	 8.05e-03	 0.01	 0.29	 0.30	 0.41	33009040	 104
   29565	 3.309025	078.24	+03.52	303.82001	+41.26111	1RXS J201516.8+411540	303.82001	+41.26111	 14	....	 2.06e-02	 8.55e-03	 0.52	 0.52	-0.52	 0.57	33010044	  64
   34704	 9.322085	078.27	-08.51	315.91623	+33.96028	1RXS J210339.9+335737	315.91623	+33.96028	 15	....	 1.53e-02	 6.53e-03	 0.14	 0.43	-0.39	 0.41	33011049	  78
   29749	 2.232335	078.29	-00.85	308.52707	+38.78181	1RXS J203406.5+384654	308.52707	+38.78181	 11	....	 4.53e-02	 9.44e-03	 0.12	 0.20	-0.27	 0.24	33010045	 237
   34582	 5.738905	078.30	-04.84	312.50000	+36.34333	1RXS J205000.0+362036	312.50000	+36.34333	 23	....	 1.81e-02	 7.04e-03	 1.00	 0.39	 0.22	 0.37	33011048	  24
   29710	 1.946430	078.30	+01.75	305.79919	+40.31319	1RXS J202311.8+401847	305.79919	+40.31319	 43	....	 7.06e-02	 1.52e-02	 0.29	 0.52	 0.70	 0.98	33010045	 170
   29707	 2.050872	078.30	+01.93	305.60419	+40.42139	1RXS J202225.0+402517	305.60419	+40.42139	 28	....	 3.47e-02	 1.11e-02	 0.39	 0.35	 1.00	 0.38	33010045	 167
   29894	 5.219045	078.32	-04.30	311.99292	+36.69584	1RXS J204758.3+364145	311.99292	+36.69584	 16	....	 1.65e-02	 6.68e-03	 0.69	 0.54	-0.44	 0.34	33010046	 175
   29708	 1.999003	078.32	+01.86	305.68750	+40.39361	1RXS J202245.0+402337	305.68750	+40.39361	 23	....	 2.40e-02	 9.46e-03	 1.00	 0.29	 1.00	 0.26	33010045	 168
   29776	 4.611151	078.32	-03.66	311.36707	+37.09861	1RXS J204528.1+370555	311.36707	+37.09861	 12	....	 2.32e-02	 7.50e-03	-0.64	 0.23	-1.00	 0.74	33010045	 277
   29723	 1.603619	078.32	+00.78	306.85040	+39.76917	1RXS J202724.1+394609	306.85040	+39.76917	 30	....	 2.15e-02	 8.35e-03	 0.41	 0.41	 0.87	 0.45	33010045	 204
   24845	 4.838766	078.33	+05.24	301.95041	+42.26820	1RXS J200748.1+421605	301.95041	+42.26820	 22	....	 1.68e-02	 6.41e-03	 0.43	 0.41	 0.58	 0.54	33009041	 236
   34686	 7.666065	078.34	-06.83	314.43042	+35.10361	1RXS J205743.3+350613	314.43042	+35.10361	 15	....	 1.11e-02	 5.26e-03	 1.00	 1.17	 0.18	 0.52	33011049	  42
